X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100
INPP4B	0.348926154	-0.173359168	0.975334786	0.403414005	0.204531413	0.112086183	-0.211673787	0.066421842	0.580053863	0.15410061	0.096149583	-0.328219628	0.466052764	0.474435504	0.37556067	0.294350843	0.718624822	-0.403578954	-0.2241678	0.592962807	0.055524294	-0.03486206	0.417473617	0.478540782	-0.614367972	0.256944421	0.074722936	0.415088319	-0.538588011	1.256591294	-0.686893898	0.134798328	-0.430644312	0.216069064	-0.402151412	-0.060151201	-0.261981433	-0.184738914	0.159252751	-0.408978148	0.047375891	-1.137775147	0.369254752	0.393792873	-0.299901301	-0.222483826	0.09575869	0.115369157	-0.531882763	0.057775629	0.579911981	-7.53E-05	-0.319366707	-0.094264257	-0.628889094	-0.604050239	0.036213646	0.159370553	0.569185997	-0.304545569	0.486998034	-0.043634661	-0.543307333	-0.085168659	-0.432378354	-0.235526492	-0.262110191	-0.265008158	0.572814991	-0.897428279	-0.168087883	0.640633896	0.586286568	0.260242158	-0.185586748	-0.143339785	-0.64810748	-0.066912887	-0.546394076	-0.028824676	0.215735667	0.006086539	0.718513223	-0.326149697	-0.185416675	0.333556429	-0.393641843	0.201653827	0.552583553	-0.174883372	-0.366174642	-0.081078605	-0.745198495	-0.567062233	-0.684180628	0.064541616	0.108877077	0.111242795	-0.124339938	0.140394652
PSAP	0.027984802	-0.592636642	0.419453773	-0.077089148	-0.146112898	0.298896206	0.227274271	-0.000384417	0.193315581	-0.555348425	0.410287133	0.219134634	-0.12382864	0.379018517	0.251411853	0.317987499	0.527820325	0.035560292	0.014263357	0.232620976	0.119681803	-0.009825287	0.496707554	0.290431023	-0.263254797	0.06779808	-0.158211972	-0.452305506	0.316366949	0.174370077	0.066402247	0.125443468	0.066616848	-0.520454951	-0.283526342	0.101623474	-0.474180915	-0.199481047	-0.436187836	-0.400002181	-0.013044316	-0.275132596	0.241657464	-0.282606587	-0.233648076	-0.209461474	-0.143573178	-0.18080134	-0.19348318	0.034242433	0.277950941	-0.332782964	0.16447117	-0.19846189	-0.145785896	0.066591695	0.27740386	-0.016320145	0.13803263	0.184415575	0.283645408	-0.061100832	-0.260753558	-0.138539028	-0.239637523	0.038717349	0.090093154	-0.122694945	-0.178016762	-0.059527249	0.094751691	0.247925118	0.220300096	0.371433736	0.094384158	0.19723935	0.070612896	0.070723801	-0.100706135	-0.401288059	0.292783939	-0.011448484	-0.138812484	-0.108320424	0.023962079	-0.01615214	-0.182010367	-0.349314996	0.369748562	-0.128438923	-0.141694453	-0.288049998	-0.108521933	-0.188326561	-0.105432637	-0.303779411	-0.208520368	-0.324557129	-0.032344313	-0.135794929
ANPEP	0.463793019	1.267034833	-0.032855442	0.116136478	0.225626783	0.035689668	-0.725418966	1.146137073	-0.523162701	1.439686908	-0.536331386	-0.253224216	1.120529821	-0.555935034	-0.695915305	-0.170975517	-0.902343532	0.58321894	0.115162908	0.138919432	0.014332211	1.366706575	-1.018194875	-0.415328064	-0.027107383	0.233854861	0.455130277	0.673792919	-0.17818364	0.568144344	0.27784245	-0.1069857	0.06724495	0.086170076	-0.257755483	-1.02731157	0.811108826	0.034939251	0.266862069	0.990720276	0.430334168	0.469436608	-0.412721035	0.414005617	-0.359322709	-0.773487007	0.270980385	0.809478423	0.195973704	-0.342065487	-0.806395511	0.358996616	-0.591606274	0.768097865	-0.284813212	-0.031203809	0.217449475	-0.240594196	-0.224747616	-1.184804307	-1.194276901	-1.060108744	0.838697672	0.289274966	1.108060081	0.31578371	-0.389126187	0.784792348	0.464800349	0.33532105	-0.199573458	-0.463519811	0.028397615	0.136153994	-0.28881011	-0.214072842	-0.111806577	-0.568144893	0.005509854	0.671171142	0.281877195	0.331285194	-0.705638446	0.326433541	-0.618221271	0.160517192	-0.733809806	0.068873885	-0.099745754	0.392354104	1.165621061	0.856326716	0.26577566	0.305445864	-0.238524217	-0.00986816	-0.496480076	0.703300162	-0.312785179	1.269353172
HTR1F	0.368931053	0.142629215	-0.18798988	-0.128470051	0.575308884	0.103473195	-0.474528602	-0.410464687	-0.308947445	0.992576465	-0.735264771	0.263264005	0.51559445	-0.76704669	-0.413139843	-0.08505694	-0.566954456	0.265304034	0.631707346	-0.554137811	-0.123686227	-0.253027387	-0.097757252	0.119657125	1.553052031	-0.182336873	-0.01649121	-0.042593032	-0.173218259	0.513489428	-0.143211572	0.08508144	0.210860681	0.846684108	0.354218005	-0.124763932	0.477055004	0.19398718	-0.065347109	1.035051363	-0.056560741	0.739197656	-0.026462448	0.597176732	0.609018891	0.63712791	0.436927373	0.341828808	0.028866108	0.103070916	0.130494695	0.97992837	0.060896725	1.081451506	-0.235468655	-0.148114851	0.060900506	-0.38061037	0.219360104	1.254749237	0.064175136	-0.548006923	-0.281258753	0.101766663	-0.284260246	-0.155102644	0.411647262	-0.228174693	-0.628219978	-0.357802597	0.034524952	-0.195468092	-0.926051619	0.285392228	-0.070077757	-0.215729667	-0.184891344	-0.737873869	-0.375908192	0.575987016	-0.359394507	0.314613369	0.112619287	0.390019521	0.418670011	0.276179842	-0.248718709	-0.129963517	-0.86634572	0.274679003	0.074891711	0.004547924	-0.083857394	0.276589475	-0.666972773	0.471075415	-0.124423046	0.289565407	-0.322070684	-0.316853028
MFSD6	0.362197915	-0.213959341	0.401781518	-0.390384211	-0.213490433	0.356483343	0.413344928	-0.379259706	0.019715037	0.416516447	0.537572428	-0.059330872	0.162377426	0.324772747	0.563790677	0.723680656	0.692883328	-0.719489115	-0.209336981	0.538264435	-0.107116677	0.355460556	0.800235891	-0.146608567	-0.417244616	-0.148596042	0.369839561	-0.43060868	0.471229069	-0.602226835	-0.018142303	-0.109319374	-0.159122176	-0.301027747	-0.741598965	-0.212572644	-0.194469412	-0.162280348	-0.314584749	0.263427829	0.003584269	0.455426364	0.53395392	-0.006508776	-0.192435633	-0.494744385	-0.679779111	0.183964879	-0.25772923	-0.389024295	-0.35796988	-0.086879156	-0.152674383	-0.160976351	-0.248398031	-0.120432897	-0.659297932	-0.038137783	-0.40896778	-0.035204498	-0.016116053	-0.162718778	0.394188209	-0.336457074	-0.087117512	-0.011520633	-0.425568871	-0.359130721	0.293274306	-0.08436312	-0.29585712	0.26277011	0.324467794	0.339912595	0.467211522	-0.302258794	0.478425575	-0.148575481	-0.194847488	-0.704275891	0.580109368	-0.304408469	-0.126149323	-0.498397514	-0.725819734	-0.814620913	-0.196384452	-0.431830654	0.532817951	-0.239236702	0.510129985	-0.060753975	0.306541749	0.527258842	-0.374814675	0.048991905	-0.202472215	-0.588425682	-0.396145271	-0.123387676
GINS1	-0.272507604	1.054071217	-0.604751675	-0.040633953	0.289047189	-0.443025553	-0.488185732	0.251642523	-0.638216324	1.15259606	-0.457015089	-0.212871028	0.795807711	-0.453579846	-0.925964007	-0.634774782	-0.557460559	0.50238104	-1.141023959	-0.162306266	0.13745168	0.566233056	-0.47347799	-0.662533131	0.291985488	-0.481598009	-0.038412096	0.381652863	-0.596421568	-0.566086837	-0.129868741	-0.053007712	-0.15836697	0.661204505	0.346124861	-0.357011352	0.616774477	-0.076194223	0.67738779	0.886872075	0.177818005	-0.131882969	-0.413676201	0.474407647	0.12801348	0.07793641	0.326702712	0.436180074	0.509509272	-0.047127283	-0.59246333	0.598865908	0.132566157	0.147568363	-0.107997494	-0.109974355	-0.849919005	-0.048250821	-0.638994138	-0.32047492	-0.365906793	0.319027365	0.941217405	0.242533135	0.500395551	-0.139354452	-0.542324545	-0.144800436	0.469089589	0.084581093	0.017708809	-0.164105965	-0.489856738	-0.431502304	-0.238541462	-0.579526988	0.230909389	-0.265832414	0.060843058	0.601357092	-0.482942718	0.096191447	0.38725217	0.183076595	-0.596744511	-0.05962597	0.163201807	0.338249871	-0.513950488	0.280935387	0.42340656	1.082686099	-0.169926913	0.207328239	0.552051217	0.398376704	0.379749468	0.356260128	0.1422968	-0.307599275
5125_at	-0.137092432	-0.263758495	1.707610361	-0.166180536	-0.018471029	0.565352372	0.195727177	0.487460423	-0.180346373	-0.819111103	1.10526454	-0.126352154	-0.170027196	1.235010049	0.507523907	0.236773358	1.397822172	0.063903315	-0.507198127	1.011521143	-0.287026633	1.114647245	0.324857612	-0.01274775	-0.46984101	0.155132311	0.053029574	-0.170680342	0.760543865	0.862478687	0.582009773	0.135173074	0.104061387	-0.586497191	-0.772747946	-0.387242771	-0.161475608	-0.182108608	-0.123304807	-0.524425958	0.406061405	-0.361518168	0.340213702	-0.398917346	-0.449763945	-0.332891812	0.047685044	-0.23824089	-0.02710104	-0.102366672	0.602029428	-0.167488647	0.026389259	-0.266358342	-0.095906136	-0.275208669	-0.006229552	0.011261745	-0.436702225	-0.290556331	0.102400742	0.01138921	-0.479026732	-0.278402181	0.009501401	-0.051796488	-0.102650943	0.060609543	-0.088733709	0.627155815	-0.511131218	-0.409184729	1.280954065	0.145305481	-0.003795795	0.295130444	0.255934304	0.174437521	0.476763965	-0.569838343	0.781193536	-0.070279774	-0.354573026	-0.238618856	-0.605764214	0.259682071	-0.546983057	-0.674664967	0.319892652	-0.299797986	0.326041331	0.052869543	-0.205790457	-0.590033483	-0.032167245	-0.614009537	-0.364672999	-0.707360452	-0.313756437	0.002869844
COL4A2	0.105689273	-2.050715539	0.165029533	-0.090076369	-0.329246525	-0.167178662	0.941735475	-1.379458233	0.943122829	-1.406838254	0.278313367	0.635082061	-0.781732252	0.295497271	0.211973972	-0.583149638	-0.159395021	-1.230932575	-0.008932304	0.62142327	0.293333426	-1.218965938	0.582043646	0.78501857	-0.492421486	-0.101600671	-0.470629227	-1.070305365	0.90856497	0.014343043	-0.926451509	0.693624237	0.245205672	-1.02005998	0.280237971	0.627047281	-1.015801321	-0.475398012	-0.534528871	-0.859143508	-0.752290919	-0.067748379	0.071463978	-1.03049153	0.275835417	0.559818026	-0.24454423	-0.667540344	0.637949286	0.366519316	0.533219012	-0.426274325	-0.103897618	-0.417324731	0.234886838	0.138191779	-0.160355593	-0.280415827	0.393765413	0.33884362	-0.5450333	0.597304737	-0.765371556	0.123192785	-0.690936886	0.047789394	0.141956916	-2.083809835	0.509530749	-0.457438364	0.001613955	0.204964386	0.126084423	-0.169835877	0.627940678	0.358496134	0.790558595	0.874419093	-0.754833935	-1.331353074	-0.104411637	-0.149844142	0.607125282	-0.427071083	0.131270162	0.211355041	0.641400342	0.832077039	0.240495342	0.237182727	-0.37593179	-0.794530715	-0.344731826	-0.392503359	0.978836199	-0.039851983	0.392547928	-0.085646229	0.465696821	-0.598469388
STS	0.588226035	0.117300988	0.129921032	-0.103322201	0.322030016	-0.001998819	0.064449731	0.01717497	0.330178666	-0.24138465	0.156131205	-0.134598675	0.624574692	0.512063462	0.233769758	0.348640599	0.884975108	0.473733709	0.036155605	0.348162777	-0.113848659	0.430180077	0.861770048	-0.193749826	-0.285141433	0.245031853	-0.231233175	-0.130954423	0.397668475	-0.239998765	0.087809358	-0.026304908	-0.538476286	-0.235084866	-0.42041587	-0.074621305	-0.774223306	0.034491982	-0.030017579	-0.412006112	-0.135574394	-0.7729417	0.535809012	-0.197777261	-0.719462571	-0.469953949	-0.956545042	0.17746245	0.021212877	-0.264196325	0.00592093	0.010651314	-0.050484893	-0.26608642	-0.357428934	-0.11657849	0.296284779	-0.139223861	-0.166123152	-0.053722893	0.092036302	0.292270864	0.436895521	-0.661401587	-0.140490298	0.028969963	-0.039327584	-0.131855375	0.342892594	-0.018117387	0.525654419	0.237300572	0.047634063	-0.002246734	0.173908847	0.353776107	0.125649023	0.369328261	0.511661694	-0.334521973	0.043676664	-0.032224616	-0.418647214	-0.378473052	-0.421402306	-0.096212789	-0.19087521	0.084010798	0.819977546	-0.268821821	-0.009250503	-0.571822731	0.295139794	-0.355730415	-0.334089356	-0.576645883	-0.524360347	-0.117151094	0.18396848	-0.188226959
GADD45A	0.517113016	-0.406900708	0.238346711	-0.27165271	0.040869599	-0.087416437	0.126961347	-0.151146765	0.304303471	-0.700467972	0.023444534	-0.15373052	-0.032437168	-0.049453601	-0.270932469	-0.54335031	-0.023816641	0.418017627	0.957640658	-0.017880357	0.340379593	-0.549379348	-0.169692085	0.304897596	0.186182902	0.234580158	0.095252807	-0.295110191	-0.185057867	0.317340694	-0.540276981	0.5614978	0.008078706	-0.487657874	0.409587118	0.465842755	-0.157303689	-0.150195396	-0.472168425	-0.259473666	-0.380396806	-0.176536089	0.050748037	-0.132114192	-0.287251995	0.283440411	0.3498284	-0.376076191	0.198959065	0.228432368	0.461219124	-0.163854812	0.17501414	0.188779632	-0.007390376	-0.147699269	0.093639186	-0.092807262	0.650830498	0.680981835	0.287182396	0.058759776	-0.492756183	0.227812744	-0.431024584	0.053688865	0.21792225	-0.46455825	-0.184311894	-0.194352969	0.016202531	0.058003108	-0.51104805	0.121912709	0.106908525	0.339845134	0.083871777	-0.105267477	-0.709760175	-0.363377228	-0.038478715	0.221280223	0.231730932	0.168970981	0.563920361	0.21289288	0.047225047	-0.100278641	-0.011331708	-0.080463862	-0.371194432	-0.563190797	-0.167886242	-0.468102008	-0.020498406	0.033294777	-0.107062732	-0.171695358	0.031799823	0.087368083
PRRX1	-0.408558157	0.533620497	0.731452521	-0.362687215	-0.2013794	0.152312578	0.018050063	0.384702334	-0.358159006	0.261706298	0.597673916	-0.348021493	-0.171933051	0.796006616	0.435355159	0.541786895	1.089255494	-0.297665447	-1.234879461	0.093941666	-0.281128246	0.885739496	0.214582608	-0.276247274	-0.473852087	-0.33183457	0.104536473	0.135834178	0.226776854	0.197274892	-0.118891744	-0.300540468	-0.464624178	-0.16837308	-0.387387075	-0.71475539	-0.328764448	-0.381416855	0.07736907	0.259768632	0.392416039	-0.268255388	0.235849451	0.076080674	-0.534239316	-0.416619594	-0.862929911	0.181672375	-0.458246969	-0.354842508	-0.711693879	-0.050741997	0.134949142	-0.397059735	-0.462257413	0.193679592	-0.657045574	0.42576702	-0.518720171	-1.086212224	0.010914332	-0.138274654	0.520762285	-0.461729721	0.436861376	-0.46867555	-0.838222158	0.249850971	0.01150743	0.570143624	0.017636974	0.365711336	0.626919964	-0.221023872	-0.217483084	-0.273390112	-0.020162231	0.162877597	0.739275886	0.042139717	0.301467824	-0.158382414	-0.324370962	0.049280897	-1.605414119	-0.261612408	-0.434196262	-0.180569616	0.196235127	-0.141421131	0.284887448	0.453379265	0.019150179	0.020317776	-0.165716667	-0.134406188	0.37179438	-0.037177014	-0.108538752	-0.051786305
PRKY	-0.87713959	-1.050167999	0.753835687	0.36245755	-0.795413516	0.271229243	0.469495957	0.157648134	-0.550125492	0.132517799	0.313025831	0.281218859	-0.973477401	-0.593200677	0.406059917	0.32173148	-0.626143714	-0.809994409	0.521210801	0.324174822	0.338792295	-0.972200149	-1.1128176	0.42103144	-0.902515967	-0.94447733	0.468595077	-0.700846386	-1.081328193	0.675159849	-0.671101164	0.519588234	0.331193905	-0.779970048	-1.031731282	0.524407333	0.189233629	-0.775530258	-0.751222497	0.42130817	0.305785634	0.436202236	-0.941385986	-0.411809927	0.412289082	0.575492428	0.439829732	-0.778579869	-0.737454781	0.408552434	0.511540858	-0.704117448	0.389369765	0.547030231	0.281773931	0.369778225	-0.669069375	0.39416905	0.586299472	-0.80712433	0.458285939	-0.683274934	-0.792307488	0.810372585	0.315090172	0.123187009	0.313812469	0.169311684	-0.679999728	-0.569775868	-0.805934706	0.343741858	0.492946436	0.396949818	0.469727289	-0.948566388	0.217990673	-0.951897281	-0.535714608	-0.845453042	0.283030078	-0.818088751	0.243387779	0.270057486	0.480766381	0.714116519	0.205059576	-0.791211219	-0.746425407	0.547863115	0.177670629	0.33391966	-0.708599785	0.199582379	0.509867459	0.439491415	0.176403176	-0.310389846	-0.66005796	0.559670602
RP3-398D13.1	-0.19455161	0.094771929	-0.342165743	0.287409359	-0.076060579	0.273787791	-0.0142144	-0.138571244	0.139804932	0.17750339	0.016646049	0.223170882	-0.392261966	0.070595724	0.142041764	0.087011216	-0.092384957	0.32915484	-0.150325101	0.109347364	-0.39899956	-0.048910287	-0.077736055	-0.13494528	0.019985691	-0.06299384	-0.063377948	0.228801198	-0.254245146	-0.247404739	0.572280315	-0.228481681	0.201301235	0.071366457	-0.149643794	-0.269391081	0.402636187	0.257052462	0.218303406	0.012090583	0.224856554	0.151470178	-0.26373481	-0.072778005	0.245437083	-0.247609362	-0.20297741	-0.228631623	-0.103379262	-0.037641705	-0.747452988	0.246253901	0.048567103	0.376785037	0.207760406	-0.158448801	0.610871819	0.25749189	-0.410827361	-0.247727888	-0.139890945	0.355592427	0.080753182	-0.077382559	0.305298931	0.052598852	0.30542896	0.130140438	0.181919491	0.116677727	0.420690802	-0.084089502	-0.033009509	-0.063719259	-0.049177095	-0.094791445	-0.117018173	-0.046965355	0.109507822	0.541861292	-0.079659713	-0.112191171	0.044750223	0.135901877	0.316085536	-0.0275084	0.052981208	0.067780758	-0.21860856	0.277862261	0.026865421	0.109095562	0.345465743	0.110693543	-0.24101764	0.280938608	0.042191343	0.078837836	-0.059052417	0.080638924
FMOD	-0.387442707	0.469681648	1.677752672	-0.513690107	0.643606652	0.826837367	0.414112021	-0.097590251	-0.354621149	-1.452871535	2.018876934	-0.035897172	-0.501192312	1.82492997	1.999697291	1.996985794	2.585771205	0.432611817	-0.412642733	-0.032065915	0.052297119	0.997369504	0.669344201	-0.201109758	-0.51502852	0.372584001	-0.629209863	-0.511561326	0.028798688	0.181864067	1.019756462	-0.725037135	-0.32791532	-0.687420339	-1.095748651	-0.013440024	-0.607424225	-0.234732566	-0.972307759	-0.390472909	0.537176489	-0.514847389	0.458869947	-0.692900853	-0.77877709	-0.558299799	-0.882554119	-0.533576821	-0.962262076	-0.387536593	0.825644793	-0.161085056	-0.218875484	-0.391545846	-0.559579163	0.28112056	-0.231255761	0.601921612	-0.591835271	-0.629203806	1.317763989	0.058959667	-0.822333899	-0.780833602	0.193780287	-0.590142223	-0.325998599	0.276594349	0.19692228	1.542567473	0.331298708	1.185511104	0.303618572	0.14467224	0.190350128	0.569881444	0.773105885	0.412256844	1.240347317	-0.516214098	0.239764368	-0.71447985	-0.566270305	-0.671717218	-1.211052846	-0.216809366	-0.30478701	-1.071593396	0.706514934	-0.721934597	0.465016854	-0.3681597	0.612679163	-0.06630328	-0.554732566	-0.614744529	-0.459686835	-1.54860734	-0.228534306	0.478301785
C14orf28	0.187721625	-0.64160137	0.073704517	0.070551456	-0.345485532	-0.213917874	0.148673555	-0.227183089	-0.03458884	-0.497398432	0.032905397	-0.051990047	-0.06170719	0.197541982	-0.198999313	0.217915774	0.330952199	0.14962929	0.512407282	-0.024236798	0.423466423	-0.675074564	0.458416854	0.195572774	-0.200980454	0.070274592	-0.006443008	-0.385280279	0.120498454	0.149677734	-0.467604721	0.351770241	-0.171423782	-0.62945348	-0.133204669	0.428826432	-0.458724955	-0.067058707	-0.439365956	-0.340371956	-0.194507678	-0.303976694	0.014312375	-0.337275915	-0.450168483	0.309189635	-0.129360462	-0.069950971	0.279183414	0.317789724	0.245490504	-0.386604461	-0.04140095	-0.114132723	-0.139859729	0.099539704	-0.266504916	-0.091748482	0.09237651	0.243978702	-0.210192862	0.16886912	0.095085641	0.053518885	-0.416962371	0.314623856	0.024647852	-0.392352713	-0.031330787	-0.411850222	0.166953921	-0.10392561	-0.088884393	0.188824246	0.256979821	0.078020896	0.947375533	0.616132197	-0.489171471	-0.596097012	0.20518519	-0.116480837	-0.033076634	-0.068282889	0.142635437	0.148806173	0.158122428	0.21669301	0.399465086	-0.070408466	-0.332411839	-0.7264376	-0.311000302	-0.416990492	0.511763957	-0.31103366	-0.083425927	-0.246416551	0.15839908	-0.239297704
HTRA1	-0.100969618	-0.398061775	0.202633249	-0.318026984	0.061860997	0.200881153	0.234423617	0.164569034	0.014200143	-0.421210324	0.261137317	0.105973224	-0.030145543	0.4554224	0.444088752	0.386204211	0.895415965	0.128318795	-0.245716063	0.084022943	-0.196666099	0.221417446	0.391807778	0.114826998	0.121821233	0.311568387	-0.09625675	0.053611832	0.143542556	0.596708908	0.65307588	-0.019383801	0.021490988	-0.241842669	-0.427728849	-0.172272188	-0.417773323	-0.098885779	-0.310025732	-0.390064101	0.111066805	-0.232960054	0.602142574	0.062152426	-0.224289869	-0.303225058	-0.320626813	-0.116177895	-0.407752174	0.098601299	0.492375952	0.062079569	0.088501021	-0.32164313	-0.001121999	0.154531903	0.468267006	0.029360365	0.366530821	0.008219685	0.291154723	-0.06607	-0.285250247	-0.312408999	-0.029674914	0.189456117	-0.050613806	0.10915818	-0.077739586	0.198794193	0.201886972	0.168857559	0.385807022	-0.124443044	-0.36578939	0.150120407	0.09247399	0.174225232	0.152012479	-0.045373835	-0.071498964	-0.205210669	-0.725897588	-0.082662536	0.339025193	-0.046766767	-0.283347762	-0.375310408	0.863846379	-0.158828576	-0.178158876	0.092162336	0.059084301	-0.249809599	-0.165738764	-0.280798339	-0.551937657	-0.264850478	-0.0052156	-0.07216525
DNAJC3	0.459581551	-0.106167443	0.554993266	-0.102375735	-0.200455392	0.106491896	-0.112298042	-0.189906216	0.21895843	-0.023515959	0.0895136	0.069649937	0.178611331	0.148453228	0.139383189	0.08399905	0.335165849	0.032825081	0.458276591	0.126186041	0.230096168	-0.347978407	0.275085968	0.460122445	0.027885262	-0.132424006	-0.094513253	-0.399440667	0.085375452	0.406767641	-0.546560715	0.172178063	-0.221024966	-0.114146976	0.082790786	0.219926192	-0.170920542	-0.247876384	-0.324742463	0.113137654	-0.200976585	0.045049568	0.005044666	-0.152822482	-0.367740053	0.143469895	-0.134324973	-0.003765056	0.020034982	0.022767935	0.265871361	-0.180935408	-0.087448361	-0.098283868	-0.237918947	-0.020903853	-0.051294715	-0.128621276	0.167298101	0.565398831	0.291455853	-0.275981977	-0.129502538	0.151883401	-0.370331065	0.171436895	0.045294829	-0.139110797	-0.278560235	-0.190286633	0.06506297	0.304215497	-0.087497024	0.456344705	0.280227194	0.15233512	0.013780922	-0.125160173	-0.418395206	-0.407605858	0.358622104	0.13362483	0.040862611	-0.085979687	-0.001736606	0.077592313	0.001937797	-0.104849617	0.306968377	-0.070896378	-0.169473149	-0.199303487	-0.17356831	-0.256607801	-0.049566957	-0.144189894	-0.125435526	-0.317492849	-0.040516325	-0.32390677
TYW1B	0.292224147	-0.313198628	0.250942768	-0.0019791	-0.33502675	0.346782546	0.278138212	-0.796279397	-0.263734725	-0.047017253	-0.382753916	-0.728885242	0.614799075	-0.345986542	-0.536529364	0.721062501	0.699106958	-0.143916411	-0.01630186	-0.07752857	-0.496468623	0.353314109	0.665441757	-0.236851331	0.304193536	-0.318635837	0.428878151	-0.26857883	-0.257195249	-0.203271421	-0.506503518	-0.218785129	-0.723990899	0.519806991	0.191276313	-0.018371407	0.259997351	0.179042126	0.035567022	-0.07292832	-0.120749248	-0.05231906	-0.297666828	0.071260502	0.492555946	1.195654252	-0.352708711	-0.020848522	0.337002559	0.110816669	0.007616407	0.144930112	-0.402392828	-0.456358907	-0.449684214	-0.213219844	-0.056572654	0.12145541	0.455463984	-0.604390673	-0.120016447	-0.347518951	-0.196646109	-0.022299133	0.358062883	-0.012493829	-0.279425615	0.421158331	0.206631035	-0.092260353	-0.256380531	0.175082733	-0.263054432	-0.214414611	0.443249459	-0.252590693	1.002386617	-0.285076834	0.320379265	0.545244401	0.170804254	0.342863116	0.505711545	0.35353408	-0.023369942	0.102874202	-0.51308392	0.002053568	-0.22862524	-0.249670001	0.365150842	-0.411029905	0.489133464	-0.243559341	-0.195576615	0.326688116	0.000342676	-0.3032478	-0.075698243	0.67670435
SNORA18	0.709923087	-0.069737268	0.100454546	-0.179785275	-0.247900351	-0.52846933	-0.264053223	-0.242984483	-0.100171237	-0.61390838	-0.16808204	-0.304176012	-0.21529674	0.399154785	-0.114232617	-0.187238994	0.251679472	0.198221553	0.496723423	-0.291903428	0.336918592	-0.093624034	0.42702612	0.444340896	0.187507504	0.118480684	0.087078011	-0.059484497	0.191485114	0.415900214	-1.148812021	0.336388137	-0.190533736	-0.186503639	0.216479494	0.19179654	-0.367543505	-0.455572507	-0.214304919	0.024121315	-0.070332097	-0.258873548	0.174901747	-0.393964902	-0.699383232	0.717069588	-0.448373634	-0.591006385	0.297570927	-0.459290084	-0.137986151	-0.227320374	0.009488972	-0.438039873	-0.103578329	0.561929465	-0.643433446	-0.337915014	0.951698203	0.419468114	0.648961683	-0.144532245	0.322622017	-0.496423723	-0.540669809	0.067388415	-0.45246272	0.628741381	-0.073403094	-0.105643274	0.032695527	-0.428854055	-0.130414615	0.134918128	0.551837039	-0.10247255	-0.148280686	0.258060352	-0.527482899	-0.862820235	0.359386808	0.223486354	-0.029100403	0.508466147	0.145850563	0.053781467	0.165338778	-0.072132551	0.854124629	-0.333227979	-0.508151031	-0.987990464	-0.426997933	0.156539324	0.249288207	-0.090316736	-0.657762949	-0.066817482	-0.049427587	-0.575085441
TRPC6	-0.08308787	-0.406146072	-0.096491802	0.098194287	-0.104386098	-0.378940107	-0.066681881	-0.523209892	0.259722189	-0.472513791	-0.051062085	-0.00676558	-0.267544377	-0.008050337	0.237669899	-0.293904104	-0.03950955	-0.252541966	-0.465008397	-0.126968877	1.163357625	-0.962182202	0.12018365	0.887213836	-0.712115659	-0.463918135	-0.378474923	-0.580807214	0.213302948	-0.315715646	-0.669608177	0.24684905	-1.202499725	-0.156776275	0.021778272	0.164062723	-0.539740301	-0.183377685	0.022659656	-0.257113351	-0.506715868	-1.39941618	-0.547932607	-0.438569858	-0.447868659	0.815062034	-0.775620447	-0.319200017	0.107121805	0.041265336	-0.302393442	0.258991332	-0.257871795	-0.741936119	0.012881813	0.372758688	-1.226346489	-0.061848116	-0.417422846	-0.731128202	-0.207442802	0.785684058	0.190009971	-0.147526269	-0.435360844	-0.217878337	0.964082808	-0.43511062	0.60244694	-0.542770615	-0.127331457	0.147522697	-0.179495662	0.257630088	0.926383427	-0.189295123	1.723523376	0.908406306	-0.113049992	-0.95684787	0.289519022	-0.391536049	-0.100195569	0.281133351	-0.893666715	-0.221624659	2.035095361	1.507116007	0.687613752	-0.263694885	-0.200602279	-0.367772354	-0.04294628	0.176315725	0.985936604	-0.351844773	-0.819013875	-0.15227736	0.703713076	-1.035778027
